TF pair	Coregulation coefficient	#genes shared	List of genes shared
STP1:YJL206C	3.4599	4	GLY1:IES6:YEL045C:YIL002WA
GCN4:ARG80	3.46123	7	ARG1:ARG3:ARG5,6:ARG8:CAR1:CPA1:YOR302W
GLN3:YER130C	3.4668	2	RAD28:YDR031W
SWI5:ARR1	3.46951	4	PSK1:VPS55:YAL018C:YMR135WA
ADR1:YER130C	3.47101	1	YFR007W
SPT23:MSN2	3.48149	6	DOM34:HMRA2:RLP7:YDR084C:YDR210WD:YJR011C
RME1:AZF1	3.48189	2	RPA34:TRS31
SRD1:ACE2	3.48432	1	YFR017C
RPH1:GAT1	3.48614	6	DOS2:PRP3:YDR067C:YDR084C:YDR210WD:YLR302C
SKN7:IXR1	3.49003	10	APT2:RHO3:RPI1:SPS4:YBL029CA:YBL029W:YDR442W:YKL044W:YKR075C:YOR315W
LEU3:GAL4	3.49024	8	CCT8:COS1:MAK31:YER188CA:YER189W:YNL337W:YRF12:YRF16
YFL044C:ASH1	3.49162	1	YNL260C
PDR3:RIM101	3.49243	3	HXT11:HXT9:YMR258C
HCM1:SOK2	3.49301	78	AAD15:ACC1:ATG11:CDC15:COG6:COS3:COS8:DHH1:ERR2:GRE2:GYP1:HLR1:HOP2:HSP32:HXT15:MAK32:MAS6:MON1:MSB3:NIS1:PAU4:PAU6:PEP5:PRK1:RCK1:RHB1:RHO3:RIM21:RIM4:RPI1:RPL24B:RPS2:SLY41:STE7:THI11:THI13:TKL1:TPM1:VMA13:VRG4:XDJ1:YAR009C:YCR018CA:YCS4:YGL034C:YGR149W:YHL045W:YHL046C:YHL049C:YHL050C:YHR138C:YIL096C:YIL177C:YIR040C:YIR041W:YJR157W:YKL162CA:YKR096W:YLL065W:YLL066C:YLL067C:YLR035CA:YLR089C:YLR460C:YML133C:YMR324C:YMR325W:YNL040W:YNL337W:YNL338W:YOL164W:YOR019W:YPL056C:YPL282C:YPR002CA:YPR013C:YRF16:YRF17
NRG1:YKR064W	3.49406	1	HXT16
STP1:CAT8	3.49406	1	MDH2
CAD1:YJL206C	3.50508	3	GLY1:IES6:YEL045C
RIM101:SKN7	3.50631	22	APT2:DDR48:FLO9:GAT2:GID8:HOT1:HSP30:MAK32:MGA1:ROX1:RPI1:SGA1:SPO20:TCB2:UTH1:YBL029W:YCR018CA:YDR442W:YKR040C:YMR171C:YMR172CA:YMR173WA
LEU3:AZF1	3.50877	3	RPA34:RPS19A:YDR042C
SWI5:PDR1	3.51068	20	BUL2:COS1:FUN26:HBT1:HRD3:MET18:SFL1:SMP2:TAO3:VPS55:YBL111C:YDR543C:YER188CA:YER189W:YFR017C:YLR162WA:YOR138C:YRF11:YRF13:YRF17
XBP1:HAP4	3.51199	13	BSC3:MSR1:YBL029W:YDR543C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF13:YRF15:YRF16
SMP1:BAS1	3.51586	8	CTF19:HRK1:PAC1:VIK1:VTC3:YIL002WA:YOR268C:YPL251W
SRD1:TOS8	3.51802	2	PEX32:POP7
ARO80:YFL044C	3.52609	1	YIL002WA
SWI4:FKH2	3.5265	39	CIS3:CLB2:CLN1:CTS1:CWP2:ECM33:EXG1:GIC1:LSM3:MRPL4:PLM2:PPN1:PTR2:RAX2:RMI1:RNR1:RPL37B:SIM1:SKM1:SKS1:SLM4:SPB1:SPS4:SRL1:UTH1:YER078C:YER078WA:YER079W:YGR050C:YGR052W:YHP1:YKL097C:YKR040C:YMR144W:YOL114C:YOR246C:YOR248W:YOR315W:YPL025C
GLN3:HMS2	3.53232	7	BAT2:RAD28:RPI1:SPO20:UTH1:YDR031W:YKR040C
SMP1:YAP3	3.53232	3	ECM15:MUM2:VPS55
MSN4:YML081W	3.53857	2	DFR1:YDR042C
RIM101:YAP1	3.5431	13	ATR1:DDR48:MAK32:PRP21:RCY1:ROX1:TCB2:TRF4:YCR018CA:YDR084C:YMR172CA:YMR173WA:YMR258C
HCM1:RGM1	3.54956	4	YNL337W:YNL338W:YRF16:YRF17
RGM1:RAP1	3.54987	3	YNL338W:YRF11:YRF16
RIM101:SOK2	3.55395	26	AAD3:ACA1:APT2:FLO9:FSP2:GAT2:GID8:HXT15:HXT16:HXT6:HXT9:IME1:MAK32:MGA1:RPI1:SGA1:SOR2:SPO20:TCB2:YBL029W:YCR018CA:YDR442W:YEL070W:YIL171W:YIL172C:YIR020C
GLN3:SIP4	3.55492	5	MAK32:SPS2:YCR018CA:YER189W:YRF12
ADR1:RIM101	3.55853	7	FLO1:PRP21:RCY1:YDR084C:YFR044C:YFR045W:YPS3
PUT3:MSS11	3.5603	4	AAD3:ADH7:ERG1:YGR176W
RAP1:GCR1	3.5604	9	ADH1:CDC19:ENO1:ENO2:HIS4:PDC1:PGK1:TEF1:TEF2
RTG3:STB5	3.56089	7	CRM1:CSN9:YAP1801:YDR084C:YDR179WA:YER138C:YHR162W
UPC2:HAC1	3.56633	1	YFR007W
RME1:MAC1	3.56792	4	MRM2:RPA34:RPL1B:RPL7B
PDR3:MIG1	3.57079	2	HXT11:HXT9
RTG3:SRD1	3.57398	1	YFR017C
STP4:ADR1	3.58037	1	POT1
RDS1:GAT1	3.5814	5	BUD27:EPL1:POS5:YDR084C:YDR210WD
STP4:SUT1	3.58422	1	HXT2
ZAP1:ACE2	3.58487	4	EGD2:MDM31:YER188CA:YER189W
RTG3:HAC1	3.5898	3	FPR2:MAK32:YCR018CA
YFL044C:CHA4	3.59324	1	YIL002WA
ZAP1:MSN4	3.59509	7	BUD19:COS1:YER188CA:YER189W:YNL337W:YRF11:YRF16
YHP1:HAC1	3.61271	4	IME1:MCD4:NEO1:YDL146W
STP1:DAL80	3.61402	7	DOS2:LIN1:PRP3:REC104:YDR042C:YDR067C:YDR084C
BAS1:ARG81	3.61445	3	IST2:RFC5:YDR084C
PHO2:YML081W	3.61663	1	YDR278C
MOT3:HMS1	3.61925	1	AAR2
SKN7:CUP9	3.62464	9	APT2:PTR2:RHO3:RPI1:SGA1:XBP1:YBL029CA:YBL029W:YDR442W
PUT3:MET4	3.62581	6	GND2:INH1:MRP13:RIX7:YLL033W:YLR301W
MIG3:YAP7	3.62844	2	MAK32:YCR018CA
SWI6:SKO1	3.63042	6	CWP1:MOT3:SOK2:SPO20:YBL029CA:YBL029W
TEC1:CST6	3.63856	3	KAR5:YER189W:YRF12
MIG2:SIP4	3.64298	2	FBP1:HIM1
HMS2:CHA4	3.64785	3	ERG28:TAZ1:VPS66
NRG1:RLM1	3.65015	18	CWP1:HXT15:HXT16:ICS2:IME2:MAK32:MNN1:PRM10:SED1:SOR1:SOR2:SPS4:UTR2:YCR018CA:YEL001C:YHL041W:YJL107C:YOR315W
STP2:PIP2	3.65497	1	YDR048C
REB1:YDR026C	3.65764	5	NUT1:PRP2:SEC4:URK1:YGL152C
MET32:CAT8	3.66837	1	IDP2
XBP1:SOK2	3.66847	27	AAD3:ACA1:APT2:ECM13:FSP2:GIC2:HXT16:HXT9:IME1:MGA1:RPI1:SED1:SGA1:SOR1:SOR2:TCB2:YBL029W:YDR442W:YDR544C:YIL171W:YIL172C:YIR020C:YKL044W:YNL337W:YNL338W:YRF11:YRF16
NDT80:YJL206C	3.67107	1	KRE11
RTG3:MAL33	3.67152	6	AAD3:ADH7:AFG2:GDH3:YFR017C:YMR135WA
HMS2:RTG1	3.67242	3	PRP22:STB4:YDR210WD
ARG81:MAC1	3.67556	3	CUP9:EGD2:MDM31
STP4:PHD1	3.67849	2	CLN3:HXT2
ARG80:HAL9	3.67985	2	CAJ1:YNL050C
SMP1:SWI5	3.68281	19	ASH1:BUL2:COS1:DFR1:FUN26:GRX5:MTR2:PIR1:PIR3:SFL1:SMP2:VPS55:YBL111C:YDR543C:YER188CA:YER189W:YLR162WA:YOR138C:YRF11
NRG1:MOT3	3.6843	14	HXT15:HXT16:MRS1:MUC1:PHM7:RPI1:SED1:SGA1:SOR1:YEL070W:YIR020C:YIR020WB:YOL085C:YOR315W
RPH1:SPT23	3.68459	2	YDR084C:YDR210WD
MOT3:RLM1	3.68677	5	HXT15:HXT16:SED1:SOR1:YOR315W
STP4:YAP5	3.68686	3	YER189W:YNL337W:YRF12
UGA3:CAD1	3.69276	4	ADY3:MSR1:VPS55:YLL065W
SUT1:HAP1	3.69433	13	AAC1:ACS2:ERG26:ERG28:FTR1:LSM5:MOT3:MSN2:OLE1:PDR16:RIX7:SDS23:YLL033W
HMRA2:YHP1	3.69685	1	STE6
CHA4:GAL4	3.69754	6	HMLALPHA1:HMLALPHA2:YCL065W:YER189W:YMR135WA:YRF12
RDS1:SIP4	3.69754	2	MDH2:YOL125W
SUT1:MOT3	3.70288	5	HXT16:RPI1:SED1:SGA1:YIR020C
PHD1:SKO1	3.70644	5	SOK2:SPO20:YBL029CA:YBL029W:YPR013C
PLM2:CUP2	3.70644	1	CRS5
CST6:ZAP1	3.70782	1	YER189W
HMLALPHA1:XBP1	3.71057	1	SGA1
RTG1:HMS1	3.71057	1	YDR042C
PHD1:MOT3	3.71277	10	FLO1:HXT15:HXT16:MRS1:MUC1:SGA1:SOR1:YEL070W:YIR020C:YIR020WB
TEC1:RGT1	3.71471	1	PYC1
GLN3:MOT3	3.71486	9	DUR3:RPI1:RPS20:SED1:UTH1:YKR040C:YOR315W:ZRT1:ZRT2
SWI5:FZF1	3.7185	4	FUN26:SFL1:VPS55:YOR138C
LEU3:RLM1	3.72004	7	BUD22:CAF40:MAK32:RNH203:RPA34:SED1:YCR018CA
PUT3:MOT3	3.72331	9	DUR3:FLO1:ISU1:PRB1:RPS20:YEL059W:YEL070W:YPL137C:ZRT2
PDR1:MSS11	3.72404	4	ADH7:ATP19:AVO1:REX4
HMLALPHA2:GAT3	3.72439	1	HMLALPHA1
YER130C:MOT3	3.72439	1	VPS15
RPH1:MET31	3.72485	3	MRPL4:RIX7:YLL033W
ZAP1:MOT3	3.72647	2	ZRT1:ZRT2
BAS1:MAC1	3.72828	5	AFG2:CTF19:VIK1:VTC3:YPL251W
STP4:HAP4	3.72856	2	YER189W:YNL337W
MAC1:MET4	3.73041	3	GND2:PUB1:YNL017C
GZF3:MSS11	3.73482	2	AAD3:ADH7
MIG2:AZF1	3.73552	2	HXT15:YAR009C
ADR1:HMS2	3.74041	4	DAP2:RAD17:YDR210WD:YFR007W
RME1:ROX1	3.74557	11	DFR1:IMD4:MNT3:MRM2:PCL10:RPA34:RPL1B:SPC2:SPO19:YIL014CA:YJL045W
MGA1:YRR1	3.74812	2	BIR1:YJR088C
RTG3:MET31	3.74882	6	ORC3:SPO75:SPS2:YDR042C:ZRT1:ZRT2
RPH1:YJL206C	3.75563	3	FLO1:HST2:YPL014W
UGA3:HMS1	3.75657	1	ERG26
RPH1:MGA1	3.76931	5	AAD3:ADH7:DOS2:YBL059W:YDR067C
ASH1:MCM1	3.77002	10	CDC6:ELO1:PCK1:PCL1:PIR3:POG1:PPN1:UTH1:YHP1:YKR040C
YER108C:STE12	3.77073	1	MUC1
MET32:XBP1	3.77251	8	CYS3:SAM1:SED1:YDR544C:YER189W:YLR179C:YRF11:YRF12
SPT23:SKO1	3.775	1	ENA1
STP1:RPH1	3.77548	6	DOS2:PRP22:PRP3:YDR067C:YDR084C:YLR302C
SMP1:YAP6	3.77722	27	BSC3:BUD22:CAF40:DFR1:FLO10:GAC1:GAT4:MRS1:MSR1:MUC1:RPL23A:RPS19A:SBP1:UTR2:YBL111C:YDR543C:YDR544C:YIR014W:YIR020C:YIR020WB:YLR463C:YMR013WA:YNL337W:YNL338W:YRF11:YRF15:YRF16
THI2:STP2	3.77928	1	YDR048C
TOS8:DAT1	3.78767	7	YDR543C:YDR544C:YNL337W:YNL338W:YRF11:YRF16:YRF17
YJL206C:MOT3	3.78835	3	FLO1:YBR012C:YBR013C
RDS1:STP1	3.78902	5	MDH2:PEX32:POP7:YDR084C:YOL125W
MSN4:DAL80	3.79022	19	DOS2:LIN1:MRPL4:MSR1:REC104:TYR1:YBL059W:YBL111C:YDR042C:YDR067C:YDR084C:YDR544C:YER189W:YMR086CA:YMR087W:YNL337W:YRF11:YRF12:YRF16
YAP6:MOT3	3.79167	14	FLO1:HSP30:HXT15:HXT16:MRS1:MUC1:RPI1:SED1:SGA1:SOR1:YEL070W:YIR020C:YIR020WB:YOR315W
HMLALPHA2:GZF3	3.80083	1	HMLALPHA1
HSF1:MSN2	3.80601	36	AHP1:BTN2:CUE4:EFB1:GPM1:GRE3:HSP12:HSP30:HSP42:HSP78:LST8:MGA1:MMT1:ORC2:SIS1:SNQ2:SSA1:SSA3:SSA4:SSC1:TAH11:TDH3:TKL2:TSL1:TYE7:UBI4:UGP1:YBR085CA:YDL180W:YDR010C:YGR210C:YKL037W:YLR042C:YLR108C:YML102CA:ZPR1
IXR1:MET31	3.80662	2	RIX7:YLL033W
YAP1:MSN2	3.81092	30	AHP1:ATR1:CCP1:CTT1:CYT2:DDR2:DDR48:DYN1:HSP12:LYS20:MMT1:MRS4:RHO4:SNQ2:SOD2:SRX1:SSA1:TPS2:TRX2:TSA1:TSA2:YDR010C:YDR084C:YDR132C:YHR048W:YLR108C:YLR302C:YMR172CA:YMR173WA:YNL134C
SUT1:CAT8	3.81242	1	PCK1
NRG1:ROX1	3.81875	43	AAD3:ADH7:APT2:DIP5:ERG4:FET4:FSP2:GAC1:GAT2:GID8:HAP4:HEM13:HXT11:HXT15:HXT16:HXT9:MRS1:MUC1:PDR1:RHO3:RPI1:SED1:SGA1:SOK2:SOR1:SOR2:SPO20:SPS4:UTR2:XBP1:YAP6:YBL029CA:YBL029W:YDR042C:YDR442W:YEL070W:YIL056W:YIR020C:YIR020WB:YOL157C:YOR315W:YPL230W:YPR013C
TOS8:GAT3	3.82718	18	COS1:COS3:COS8:YDR543C:YDR544C:YEL074W:YEL075C:YHL049C:YIL177C:YJL225C:YLR462W:YML133C:YNL337W:YNL338W:YPR202W:YRF11:YRF16:YRF17
YAP5:CAT8	3.82897	3	ACS1:ICL1:JEN1
NDT80:ARG81	3.82995	1	YDR084C
PDR1:ROX1	3.83065	25	ADH7:ATP19:AVO1:BSC3:EGD2:HSH49:HXT11:HXT9:MDM31:MSR1:REX4:YBL109W:YBL111C:YBL112C:YBL113C:YDR543C:YDR544C:YLL065W:YLR463C:YNL337W:YNL338W:YOR318C:YRF11:YRF15:YRF16
OAF1:MIG2	3.83251	4	GAL1:GAL10:TCB3:YOL083W
STP4:SWI5	3.83509	2	YER189W:YRF12
WAR1:MOT3	3.83729	1	AAR2
RME1:YAP1	3.84073	9	DFR1:MRM2:RPL1B:RPS22B:SEN2:YER078C:YER078WA:YER079W:YFR017C
SMP1:DAL80	3.84098	10	MSR1:MUM2:YBL111C:YDR543C:YDR544C:YER189W:YNL337W:YNL338W:YRF11:YRF16
STP4:MSN4	3.85455	3	YER189W:YNL337W:YRF12
HMLALPHA1:STE12	3.85802	3	MF(ALPHA)1:MF(ALPHA)2:STE3
MET32:MIG2	3.85862	5	GAL1:GAL10:TCB3:YER134C:YOL083W
SWI4:ACE2	3.86177	29	BMH1:BUD9:CDC6:CTS1:CUE4:LSM3:MRPL4:PCL2:RBA50:RMI1:SFL1:SKS1:SNA2:SNQ2:SPB1:TSL1:UTH1:VID30:YDR010C:YDR524CB:YER078C:YER078WA:YER079W:YFR017C:YKR040C:YML100WA:YML102CA:YOR138C:YPL025C
SUT1:AZF1	3.86398	3	SGA1:YBL029W:YIR020C
MOT3:SKO1	3.86473	2	SED1:SUC2
OAF1:YRR1	3.86548	2	BUB1:TCB3
MOT3:HAL9	3.87071	4	AAR2:NOT5:PHM7:YOL085C
UGA3:CST6	3.88123	2	YER189W:YRF12
DAL80:ROX1	3.88168	15	ADH7:HSH49:MSR1:YBL109W:YBL111C:YBL112C:YBL113C:YDR042C:YDR543C:YDR544C:YNL337W:YNL338W:YOR318C:YRF11:YRF16
SUT1:SOK2	3.88693	25	AAC1:ACA1:APT2:ECM13:FLO9:GAT2:GID8:HAP4:HXT13:HXT16:HXT6:MGA1:MSN4:RCK1:RGS2:RPI1:RPS3:SED1:SET4:SGA1:SKS1:SOR2:YBL029W:YDR442W:YIR020C
SIP4:GAL4	3.88764	4	YER189W:YMR086CA:YMR087W:YRF12
SPT23:LEU3	3.88903	3	ERG26:MAK32:YCR018CA
SMP1:LEU3	3.88967	11	BUD22:CAF40:COS1:DFR1:RPL7B:RPS19A:YER188CA:YER189W:YLR162WA:YNL337W:YRF16
RTG3:ARG81	3.89256	6	ARG3:ARG5,6:CPA1:SPS2:YDR084C:YOR302W
YPL230W:FHL1	3.89256	1	YFL034W
PHD1:ASH1	3.89301	10	FKS3:HXT6:PCL1:PPN1:RMI1:SCW10:SGA1:YHP1:YMR304CA:YPL025C
YAP3:PPR1	3.89711	1	YNR054C
GAT1:RIM101	3.89817	10	ERG26:MAK32:POS5:PRP3:RPS0B:YCR018CA:YDR084C:YJR011C:YLR047C:YMR258C
SMP1:GAL4	3.90167	13	COS1:MSR1:MUM2:SFL1:VPS55:YBL111C:YDR544C:YER188CA:YER189W:YNL337W:YOR138C:YRF11:YRF16
XBP1:HAP1	3.90301	16	BSC3:MSR1:UTH1:YDR543C:YDR544C:YER189W:YGR035C:YKR040C:YLR463C:YNL337W:YNL338W:YRF11:YRF12:YRF13:YRF15:YRF16
WAR1:HAL9	3.90472	1	AAR2
RME1:SFP1	3.90686	5	MRM2:RPA34:RPL1B:RPL22A:RPL41A
MSN4:YAP1	3.90705	36	AHP1:ATR1:CCP1:CTT1:DDR2:DDR48:DFR1:DYN1:EXG2:HSP12:LSM3:LYS20:MRPL4:MRS4:RHO4:ROX1:RPN4:SAP185:SNQ2:SOD2:SSA1:TPS2:TRX2:TSA1:TSA2:VAN1:YDR010C:YDR084C:YHR048W:YLR108C:YLR302C:YML131W:YMR172CA:YMR173WA:YNL134C:ZWF1
MAL33:DAL80	3.90854	4	ADH7:MRPL4:YER189W:YRF12
MOT3:MET31	3.91134	3	AAR2:ZRT1:ZRT2
MIG1:ROX1	3.91459	11	APT2:FSP2:GAC1:HAP4:HXT11:HXT9:SOR1:SOR2:YDR442W:YEL070W:YOL157C
RTG3:MSN4	3.91624	32	BTN2:CRM1:DOM34:DOS2:GDH3:HMRA2:HOR7:HSP30:LYS20:MEI4:MTF1:PRP22:RLP7:SGE1:STB4:TAF7:UPF3:YDR042C:YDR067C:YDR084C:YDR210WD:YEL010W:YGR050C:YGR071C:YGR272C:YJR011C:YKL071W:YLR302C:YMR098C:YMR178W:YNL134C:YOL159C
RTG3:GCN4	3.9164	33	ARG3:ARG4:ARG5,6:ARO1:COX9:CPA1:CPA2:ECM13:GNP1:IDH1:IDP1:ISU1:LYS20:NCE103:ORC3:PDR8:SMT3:SPO75:STB4:TIP41:YAP1801:YDR084C:YGR271CA:YHR162W:YIL056W:YLR049C:YLR267W:YMC2:YMR1:YOR302W:YPL137C:YPR038W:YPR039W
THI2:RIM101	3.9167	6	ERG26:MAK32:PRP3:SPO20:YCR018CA:YJR011C
HMLALPHA1:RIM101	3.92618	1	SGA1
MAL33:CHA4	3.9267	3	YER189W:YMR135WA:YRF12
YAP5:GAL4	3.92986	26	AAD3:ADH7:AFG2:COS1:HMLALPHA1:HMLALPHA2:MSR1:MUM2:RSC2:VPS55:YBL109W:YBL111C:YBL112C:YBL113C:YCL065W:YDR544C:YER188CA:YER189W:YLL065W:YLL066C:YMR135WA:YNL337W:YRF11:YRF12:YRF13:YRF16
RPH1:MSN4	3.94477	16	CUE4:DOS2:MNN10:MRPL4:PRP22:SSA3:TPS1:TSL1:VPS52:YBL059W:YDR067C:YDR084C:YDR210WD:YLR302C:YML102CA:ZWF1
UPC2:RPH1	3.94684	3	YDR210WD:YDR282C:YER138C
THI2:HAL9	3.94749	4	ERG26:UPF3:YGR071C:YJR011C
HAC1:SFP1	3.94944	2	KAR2:TAD2
ARG80:ARR1	3.951	1	YDR210WD
YAP5:ARR1	3.95234	7	AAD3:AFG2:MATALPHA1:MATALPHA2:VPS55:YCR041W:YMR135WA
MSN2:HAL9	3.95341	13	HMRA2:MSN4:SGE1:STB4:UPF3:YDR042C:YDR084C:YDR098CA:YDR098CB:YGR071C:YJR011C:YNL134C:YOL159C
HAP4:GAL4	3.95501	16	COS1:CYC1:HMLALPHA1:HMLALPHA2:MSR1:YBL111C:YCL065W:YDR544C:YER188CA:YER189W:YLL065W:YLL066C:YNL337W:YRF11:YRF13:YRF16
HMRA1:STP1	3.95569	1	STE5
CYC8:RPH1	3.96039	1	FLO1
HMS2:PPR1	3.97219	2	BUB1:YNR054C
YDR026C:SUM1	3.97456	2	DTR1:FZO1
CYC8:MIG1	3.98724	1	SUC2
YAP3:AZF1	3.98883	1	YAR009C
RPH1:MSS11	3.99281	2	AAD3:ADH7
YAP6:YAP1	3.99329	35	AAP1':ATR1:BUD20:DDR48:DFR1:ENA1:GLY1:GRE2:IES6:MAK32:MMT1:MRPL24:OYE2:PHO81:ROX1:RPL10:RSM10:SEN2:SPS4:TCB2:VAN1:YCR018CA:YCR102C:YDR084C:YEL045C:YHR048W:YLR460C:YML131W:YMR172CA:YMR173WA:YMR258C:YNL134C:YOR315W:YPR063C:ZWF1
RPH1:CST6	3.99361	2	DOS2:YDR067C
GAT3:HAP1	4.0008	12	BSC3:MSR1:YDR543C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF13:YRF15:YRF16
RPH1:RTG1	4.0008	4	PRP22:YDR084C:YDR210WD:YLR302C
MAC1:CUP9	4.01929	3	RPL7B:RSM26:YJR100C
GZF3:MSN4	4.02128	17	BSC3:HMRA2:MSR1:TYR1:YBL111C:YDR084C:YDR544C:YER189W:YLR463C:YMR098C:YNL337W:YRF11:YRF12:YRF13:YRF15:YRF16:ZWF1
UGA3:STP1	4.03388	6	ERG26:LIN1:MAK32:REC104:YCR018CA:YDR084C
SMP1:MAC1	4.03478	9	CTF19:CTR1:EGD2:FUN26:MDM31:RPL7B:VIK1:VTC3:YPL251W
YER108C:CIN5	4.03877	1	MUC1
YAP1:SKO1	4.04236	5	DDR48:ENA1:HIS3:YMR172CA:YMR173WA
GAT1:MET31	4.0453	5	CYS3:OPT1:PEX2:SPS2:YDR042C
YBR033W:TOS8	4.0453	1	NMD5
TEC1:SIP4	4.04817	4	HIM1:SPS2:YER189W:YRF12
DAL80:CHA4	4.04825	5	MATALPHA1:MATALPHA2:YCR041W:YER189W:YRF12
RPH1:PUT3	4.04874	10	AAD3:ADH7:CTH1:FLO1:GIR2:PRB1:RIX7:YEL059W:YER138C:YLL033W
IXR1:CIN5	4.04899	12	APT2:MMT1:PHD1:RHO3:RPI1:SPS4:YBL029CA:YBL029W:YBR007C:YDR442W:YKL044W:YOR315W
ADR1:PPR1	4.04967	3	PET130:PRP21:RCY1
ACE2:ARR1	4.05638	4	AFG2:GDH3:NVJ1:VPS55
SUT1:ROX1	4.05648	16	APT2:GAT2:GID8:HAP4:HXT16:OLE1:RPI1:SED1:SGA1:SOK2:SOR2:TAT1:YBL029W:YDR442W:YIR020C:YPL230W
CBF1:TYE7	4.06786	38	ABP1:ADH5:ATM1:ATP3:ATP7:AZR1:BMH1:BOI2:BRE5:CKB2:CSL4:ECM17:FCY22:GAR1:HIR2:HOM6:HRR25:HSV2:IML1:LHP1:MET10:MET22:MSN2:NCP1:PAN1:PUT3:RPS21A:RSC58:SLC1:SRB2:SSY1:TDH2:YBR144C:YCR087CA:YDL121C:YFH1:YMR196W:YPL206C
GAT1:ARR1	4.07055	3	HIM1:HMRA2:YDR210WD
IXR1:MET4	4.07083	2	RIX7:YLL033W
CST6:RTG1	4.07166	2	PEX32:POP7
ADR1:CAT8	4.07497	1	ACS1
CYC8:RME1	4.0783	1	IME1
ASH1:MOT3	4.08246	4	SED1:SGA1:UTH1:YKR040C
MATALPHA1:DAL80	4.09165	1	POP8
MIG1:SKO1	4.10088	2	ENA1:SUC2
RPH1:IXR1	4.10284	3	RIX7:YDR084C:YLL033W
MET28:AZF1	4.1034	1	IZH3
CST6:CHA4	4.10509	2	YER189W:YRF12
CHA4:RGM1	4.11015	1	YER189W
GLN3:ZAP1	4.11421	5	EGD2:MDM31:YER189W:ZRT1:ZRT2
PDC2:TYE7	4.11522	1	YDR042C
SMP1:ROX1	4.11593	24	BSC3:BUD22:CAF40:DFR1:EGD2:GAC1:MDM31:MRS1:MSR1:MUC1:RPS19A:UTR2:YBL111C:YDR543C:YDR544C:YIR020C:YIR020WB:YLR463C:YMR013WA:YNL337W:YNL338W:YRF11:YRF15:YRF16
MAL33:PDR1	4.11934	7	ADH7:FUN26:VIK1:VPS55:YER189W:YFR017C:YPL251W
RPH1:GTS1	4.12201	2	YDR282C:YER138C
CYC8:RTG1	4.12541	1	CIT2
GAT1:MSN2	4.13806	22	DOM34:DOS2:HMRA2:LIN1:MEI4:MTF1:PET100:REC104:RLP7:SHU2:STB4:TAF7:UPF3:YDR042C:YDR067C:YDR084C:YDR210WD:YGR071C:YJR011C:YLR302C:YMR178W:YOL159C
YBR033W:CIN5	4.13907	1	NMD5
TEC1:ARR1	4.13964	3	AAD3:FIG1:HIM1
SWI6:FKH2	4.14332	44	CDC7:CIS3:CLB2:CLN1:CTS1:CWP2:DIN7:DUN1:ECM33:ERP3:EXG1:GAS3:GIC1:LSM3:MRPL4:PDS5:PLM2:PPN1:PUP3:RAD51:RMI1:RNR1:RPL37B:SIM1:SKM1:SKS1:SLM4:SPO12:SPS4:SRL1:UTH1:YER078C:YER078WA:YER079W:YHP1:YHR151C:YKL097C:YKR040C:YMR144W:YOL114C:YOR246C:YOR248W:YOR315W:YPL025C
GAT1:YAP7	4.14814	21	ARG3:BAS1:CPA2:CYS3:ENA1:HIM1:IST3:IZH3:MAK32:MRPL24:OYE2:RPS0B:RSM10:UBP11:YCR018CA:YDR042C:YDR084C:YHR029C:YLR047C:YMR1:YMR258C
MET32:ZAP1	4.14995	3	YER189W:YRF11:ZRT1
MBP1:MIG3	4.15052	3	MAK32:YCR018CA:YFR017C
MAL33:SIP4	4.15368	2	YER189W:YRF12
GAT1:AZF1	4.15713	4	CAN1:IZH3:NPR2:YDR042C
CST6:LEU3	4.15858	3	YER189W:YFR007W:YRF12
YAP5:DAL80	4.16138	21	ADH7:GAT1:HSH49:MATALPHA1:MATALPHA2:MSR1:MUM2:YBL109W:YBL111C:YBL112C:YBL113C:YCR041W:YDR543C:YDR544C:YER189W:YNL337W:YNL338W:YOR318C:YRF11:YRF12:YRF16
FKH1:RGT1	4.16233	2	HXT1:YHR095W
YAP6:RLM1	4.16831	20	BSC3:BUD22:CAF40:HXT15:HXT16:MAK32:POG1:RPA34:SBP1:SED1:SOR1:SOR2:SPS4:SUN4:UTR2:YCR018CA:YLR463C:YMR013WA:YOR315W:YRF15
STP4:PDR1	4.17275	2	YER189W:YNL337W
CBF1:MET4	4.17324	14	ADE12:ADE3:CYS3:IES5:MET10:MET16:MET17:MET2:MET28:MET3:MET6:POP1:SUL2:YLR301W
PUT3:MAC1	4.1752	11	COQ6:CRR1:CTR1:FET4:FRE1:FTR1:GND2:LSM5:YLR410WA:YLR410WB:YMR320W
GAT1:DAL81	4.17571	15	ARG3:CAN1:CPA2:DAL2:GUD1:MEP2:NPR2:OPT1:PEX2:PTR2:YDL237W:YDR042C:YMR098C:YMR1:YNL143C
STP1:STB5	4.19375	6	CRM1:CSN9:LIN1:REC104:YDR084C:YDR179WA
XBP1:MSS11	4.19697	3	AAD3:ADH7:HIM1
TEC1:XBP1	4.19797	10	AAD3:BSC3:GIC2:HIM1:RPI1:YER189W:YLR463C:YNL337W:YRF12:YRF15
YML081W:SOK2	4.19991	3	MAK32:PDR5:YCR018CA
GLN3:ARG81	4.20294	7	ARG1:ARG3:CAR1:DIP5:EGD2:MDM31:SPS2
